"Counter","ICD-10 code","WHO update 1=Add 2=Del","ICD-10 code descriptor","ICD-10-AM Map","Aust update 1=Add 2=Del","Additive Map (+)","ICD-10-AM code descriptor"
492,"Y61.9",,"Foreign object accidentally left in body during unspecified surgical and medical care","Y61.9",,,"Foreign object accidentally left in body during unspecified surgical and medical care"
493,"Y62.0",,"Failure of sterile precautions during surgical operation","Y62.0",,,"Failure of sterile precautions during surgical operation"
494,"Y62.1",,"Failure of sterile precautions during infusion or transfusion","Y62.1",,,"Failure of sterile precautions during infusion or transfusion"
495,"Y62.2",,"Failure of sterile precautions during kidney dialysis or other perfusion","Y62.2",,,"Failure of sterile precautions during kidney dialysis or other perfusion"
496,"Y62.3",,"Failure of sterile precautions during injection or immunisation","Y62.3",,,"Failure of sterile precautions during injection or immunisation"
497,"Y62.4",,"Failure of sterile precautions during endoscopic examination","Y62.4",,,"Failure of sterile precautions during endoscopic examination"
498,"Y62.5",,"Failure of sterile precautions during heart catheterisation","Y62.5",,,"Failure of sterile precautions during heart catheterisation"
499,"Y62.6",,"Failure of sterile precautions during aspiration, puncture and other catheterisation","Y62.6",,,"Failure of sterile precautions during aspiration, puncture and other catheterisation"
500,"Y62.8",,"Failure of sterile precautions during other surgical and medical care","Y62.8",,,"Failure of sterile precautions during other surgical and medical care"
501,"Y62.9",,"Failure of sterile precautions during unspecified surgical and medical care","Y62.9",,,"Failure of sterile precautions during unspecified surgical and medical care"
502,"Y63.0",,"Excessive amount of blood or other fluid given during transfusion or infusion","Y63.0",,,"Excessive amount of blood or other fluid given during transfusion or infusion"
503,"Y63.1",,"Incorrect dilution of fluid used during infusion","Y63.1",,,"Incorrect dilution of fluid used during infusion"
504,"Y63.2",,"Overdose of radiation given during therapy","Y63.2",,,"Overdose of radiation given during therapy"
505,"Y63.3",,"Inadvertent exposure of patient to radiation during medical care","Y63.3",,,"Inadvertent exposure of patient to radiation during medical care"
506,"Y63.4",,"Failure in dosage in electroshock or insulin-shock therapy","Y63.4",,,"Failure in dosage in electroshock or insulin-shock therapy"
507,"Y63.5",,"Inappropriate temperature in local application and packing","Y63.5",,,"Inappropriate temperature in local application and packing"
508,"Y63.6",,"Nonadministration of necessary drug, medicament or biological substance","Y63.6",,,"Nonadministration of necessary drug, medicament or biological substance"
509,"Y63.8",,"Failure in dosage during other surgical and medical care","Y63.8",,,"Failure in dosage during other surgical and medical care"
510,"Y63.9",,"Failure in dosage during unspecified surgical and medical care","Y63.9",,,"Failure in dosage during unspecified surgical and medical care"
511,"Y64.0",,"Contaminated medical or biological substance, transfused or infused","Y64.0",,,"Contaminated medical or biological substance, transfused or infused"
512,"Y64.1",,"Contaminated medical or biological substance, injected or used for immunisation","Y64.1",,,"Contaminated medical or biological substance, injected or used for immunisation"
513,"Y64.8",,"Contaminated medical or biological substance administered by other means","Y64.8",,,"Contaminated medical or biological substance administered by other means"
514,"Y64.9",,"Contaminated medical or biological substance administered by unspecified means","Y64.9",,,"Contaminated medical or biological substance administered by unspecified means"
515,"Y65.0",,"Mismatched blood used in transfusion","Y65.0",,,"Mismatched blood used in transfusion"
516,"Y65.1",,"Wrong fluid used in infusion","Y65.1",,,"Wrong fluid used in infusion"
517,"Y65.2",,"Failure in suture or ligature during surgical operation","Y65.2",,,"Failure in suture or ligature during surgical operation"
518,"Y65.3",,"Endotracheal tube wrongly placed during anaesthetic procedure","Y65.3",,,"Endotracheal tube wrongly placed during anaesthetic procedure"
519,"Y65.4",,"Failure to introduce or to remove other tube or instrument","Y65.4",,,"Failure to introduce or to remove other tube or instrument"
520,"Y65.5",,"Performance of inappropriate operation","Y65.5",,,"Performance of inappropriate operation"
521,"Y65.8",,"Other specified misadventures during surgical and medical care","Y65.8",,,"Other specified misadventures during surgical and medical care"
522,"Y66",,"Nonadministration of surgical and medical care","Y66",,,"Nonadministration of surgical and medical care"
523,"Y69",,"Unspecified misadventure during surgical and medical care","Y69",,,"Unspecified unintentional events during surgical and medical care"
524,"Y70.0",,"Anaesthesiology devices associated with misadventures, diagnostic and monitoring devices","Y70.0",,,"Anaesthesiology devices associated with unintentional events, diagnostic and monitoring devices"
525,"Y70.1",,"Anaesthesiology devices associated with misadventures, therapeutic (nonsurgical) and rehabilitative devices","Y70.1",,,"Anaesthesiology devices associated with unintentional events, therapeutic (nonsurgical) and rehabilitative devices"
526,"Y70.2",,"Anaesthesiology devices associated with misadventures, prosthetic and other implants, materials and accessory devices","Y70.2",,,"Anaesthesiology devices associated with unintentional events, prosthetic and other implants, materials and accessory devices"
527,"Y70.3",,"Anaesthesiology devices associated with misadventures, surgical instruments, materials and devices (including sutures)","Y70.3",,,"Anaesthesiology devices associated with unintentional events, surgical instruments, materials and devices (including sutures)"
528,"Y70.8",,"Anaesthesiology devices associated with misadventures, miscellaneous devices, not elsewhere classified","Y70.8",,,"Anaesthesiology devices associated with unintentional events, miscellaneous devices, not elsewhere classified"
529,"Y71.0",,"Cardiovascular devices associated with misadventures, diagnostic and monitoring devices","Y71.0",,,"Cardiovascular devices associated with unintentional events, diagnostic and monitoring devices"
530,"Y71.1",,"Cardiovascular devices associated with misadventures, therapeutic (nonsurgical) and rehabilitative devices","Y71.1",,,"Cardiovascular devices associated with unintentional events, therapeutic (nonsurgical) and rehabilitative devices"
531,"Y71.2",,"Cardiovascular devices associated with misadventures, prosthetic and other implants, materials and accessory devices","Y71.2",,,"Cardiovascular devices associated with unintentional events, prosthetic and other implants, materials and accessory devices"
532,"Y71.3",,"Cardiovascular devices associated with misadventures, surgical instruments, materials and devices (including sutures)","Y71.3",,,"Cardiovascular devices associated with unintentional events, surgical instruments, materials and devices (including sutures)"
533,"Y71.8",,"Cardiovascular devices associated with misadventures, miscellaneous devices, not elsewhere classified","Y71.8",,,"Cardiovascular devices associated with unintentional events, miscellaneous devices, not elsewhere classified"
534,"Y72.0",,"Otorhinolaryngological devices associated with misadventures, diagnostic and monitoring devices","Y72.0",,,"Otorhinolaryngological devices associated with unintentional events, diagnostic and monitoring devices"
535,"Y72.1",,"Otorhinolaryngological devices associated with misadventures, therapeutic (nonsurgical) and rehabilitative devices","Y72.1",,,"Otorhinolaryngological devices associated with unintentional events, therapeutic (nonsurgical) and rehabilitative devices"
536,"Y72.2",,"Otorhinolaryngological devices associated with misadventures, prosthetic and other implants, materials and accessory devices","Y72.2",,,"Otorhinolaryngological devices associated with unintentional events, prosthetic and other implants, materials and accessory devices"
537,"Y72.3",,"Otorhinolaryngological devices associated with misadventures, surgical instruments, materials and devices (including sutures)","Y72.3",,,"Otorhinolaryngological devices associated with unintentional events, surgical instruments, materials and devices (including sutures)"
538,"Y72.8",,"Otorhinolaryngological devices associated with misadventures, miscellaneous devices, not elsewhere classified","Y72.8",,,"Otorhinolaryngological devices associated with unintentional events, miscellaneous devices, not elsewhere classified"
539,"Y73.0",,"Gastroenterology and urology devices associated with misadventures, diagnostic and monitoring devices","Y73.0",,,"Gastroenterology and urology devices associated with unintentional events, diagnostic and monitoring devices"
540,"Y73.1",,"Gastroenterology and urology devices associated with misadventures, therapeutic (nonsurgical) and rehabilitative devices","Y73.1",,,"Gastroenterology and urology devices associated with unintentional events, therapeutic (nonsurgical) and rehabilitative devices"
541,"Y73.2",,"Gastroenterology and urology devices associated with misadventures, prosthetic and other implants, materials and accessory devices","Y73.2",,,"Gastroenterology and urology devices associated with unintentional events, prosthetic and other implants, materials and accessory devices"
542,"Y73.3",,"Gastroenterology and urology devices associated with misadventures, surgical instruments, materials and devices (including sutures)","Y73.3",,,"Gastroenterology and urology devices associated with unintentional events, surgical instruments, materials and devices (including sutures)"
543,"Y73.8",,"Gastroenterology and urology devices associated with misadventures, miscellaneous devices, not elsewhere classified","Y73.8",,,"Gastroenterology and urology devices associated with unintentional events, miscellaneous devices, not elsewhere classified"
544,"Y74.0",,"General hospital and personal-use devices associated with misadventures, diagnostic and monitoring devices","Y74.0",,,"General hospital and personal-use devices associated with unintentional events, diagnostic and monitoring devices"
545,"Y74.1",,"General hospital and personal-use devices associated with misadventures, therapeutic (nonsurgical) and rehabilitative devices","Y74.1",,,"General hospital and personal-use devices associated with unintentional events, therapeutic (nonsurgical) and rehabilitative devices"
546,"Y74.2",,"General hospital and personal-use devices associated with misadventures, prosthetic and other implants, materials and accessory devices","Y74.2",,,"General hospital and personal-use devices associated with unintentional events, prosthetic and other implants, materials and accessory devices"
547,"Y74.3",,"General hospital and personal-use devices associated with misadventures, surgical instruments, materials and devices (including sutures)","Y74.3",,,"General hospital and personal-use devices associated with unintentional events, surgical instruments, materials and devices (including sutures)"
548,"Y74.8",,"General hospital and personal-use devices associated with misadventures, miscellaneous devices, not elsewhere classified","Y74.8",,,"General hospital and personal-use devices associated with unintentional events, miscellaneous devices, not elsewhere classified"
549,"Y75.0",,"Neurological devices associated with misadventures, diagnostic and monitoring devices","Y75.0",,,"Neurological devices associated with unintentional events, diagnostic and monitoring devices"
550,"Y75.1",,"Neurological devices associated with misadventures, therapeutic (nonsurgical) and rehabilitative devices","Y75.1",,,"Neurological devices associated with unintentional events, therapeutic (nonsurgical) and rehabilitative devices"
551,"Y75.2",,"Neurological devices associated with misadventures, prosthetic and other implants, materials and accessory devices","Y75.2",,,"Neurological devices associated with unintentional events, prosthetic and other implants, materials and accessory devices"
552,"Y75.3",,"Neurological devices associated with misadventures, surgical instruments, materials and devices (including sutures)","Y75.3",,,"Neurological devices associated with unintentional events, surgical instruments, materials and devices (including sutures)"
